timestamp,metric,value
2026-05-02 21:29:33,rps_total,0.0
2026-05-02 21:29:38,rps_total,0.0
2026-05-02 21:29:43,rps_total,0.0
2026-05-02 21:29:48,rps_total,0.0
2026-05-02 21:29:53,rps_total,0.0
2026-05-02 21:29:58,rps_total,0.0
2026-05-02 21:30:03,rps_total,4.462602137020743
2026-05-02 21:30:08,rps_total,4.462602137020743
2026-05-02 21:30:13,rps_total,6.507791017415215
2026-05-02 21:30:18,rps_total,35.233735608267445
2026-05-02 21:30:23,rps_total,35.233735608267445
2026-05-02 21:30:28,rps_total,54.31827208016375
2026-05-02 21:30:33,rps_total,79.77709341545682
2026-05-02 21:30:38,rps_total,79.77709341545682
2026-05-02 21:30:43,rps_total,79.77709341545682
2026-05-02 21:30:48,rps_total,109.82800232181592
2026-05-02 21:30:53,rps_total,105.87535915981374
2026-05-02 21:30:58,rps_total,105.87535915981371
2026-05-02 21:31:03,rps_total,115.42221679090798
2026-05-02 21:31:08,rps_total,92.9146065532557
2026-05-02 21:31:13,rps_total,92.9146065532557
2026-05-02 21:31:18,rps_total,73.47549798362459
2026-05-02 21:31:23,rps_total,97.72484046137382
2026-05-02 21:31:28,rps_total,97.72484046137382
2026-05-02 21:31:33,rps_total,97.26211574894579
2026-05-02 21:31:38,rps_total,113.96542692509166
2026-05-02 21:31:43,rps_total,113.96542692509166
2026-05-02 21:31:48,rps_total,113.96542692509166
2026-05-02 21:31:53,rps_total,156.66031667998118
2026-05-02 21:31:58,rps_total,156.66031667998118
2026-05-02 21:32:03,rps_total,156.66031667998118
2026-05-02 21:32:08,rps_total,169.440045126158
2026-05-02 21:32:13,rps_total,169.440045126158
2026-05-02 21:32:18,rps_total,169.440045126158
2026-05-02 21:32:23,rps_total,178.61966938959284
2026-05-02 21:32:28,rps_total,162.24074036158146
2026-05-02 21:32:33,rps_total,162.24074036158146
2026-05-02 21:32:38,rps_total,154.45689681497544
2026-05-02 21:32:43,rps_total,178.1183268433614
2026-05-02 21:32:48,rps_total,178.1183268433614
2026-05-02 21:32:53,rps_total,177.62314594396634
2026-05-02 21:32:58,rps_total,182.77263257771085
2026-05-02 21:33:03,rps_total,182.77263257771085
2026-05-02 21:33:08,rps_total,176.05399584607707
2026-05-02 21:33:13,rps_total,216.561345199309
2026-05-02 21:33:18,rps_total,216.56134519930907
2026-05-02 21:33:23,rps_total,216.56134519930907
2026-05-02 21:33:28,rps_total,210.13218727616072
2026-05-02 21:33:33,rps_total,201.14361208017667
2026-05-02 21:33:38,rps_total,201.14361208017667
2026-05-02 21:33:43,rps_total,204.80933757027623
2026-05-02 21:33:48,rps_total,186.45239691585653
2026-05-02 21:33:53,rps_total,186.45239691585653
2026-05-02 21:33:58,rps_total,167.61893122307433
2026-05-02 21:34:03,rps_total,132.1562332798288
2026-05-02 21:34:08,rps_total,132.1562332798288
2026-05-02 21:34:13,rps_total,103.22600354371602
2026-05-02 21:34:18,rps_total,132.29563832907363
2026-05-02 21:34:23,rps_total,132.29563832907363
2026-05-02 21:34:28,rps_total,132.2956383290736
2026-05-02 21:34:33,rps_total,125.83246777051384
2026-05-02 21:34:38,rps_total,153.13422778889793
2026-05-02 21:34:43,rps_total,153.13422778889793
2026-05-02 21:34:48,rps_total,199.9694423223835
2026-05-02 21:34:53,rps_total,204.94499738082766
2026-05-02 21:34:58,rps_total,204.94499738082766
2026-05-02 21:35:03,rps_total,209.16730328495032
2026-05-02 21:35:08,rps_total,182.18936435890828
2026-05-02 21:35:13,rps_total,182.18936435890828
2026-05-02 21:35:18,rps_total,170.61843070153998
2026-05-02 21:35:23,rps_total,176.64683204827355
2026-05-02 21:35:28,rps_total,176.64683204827355
2026-05-02 21:35:33,rps_total,176.64683204827355
2026-05-02 21:35:38,rps_total,180.41012668726282
2026-05-02 21:35:43,rps_total,180.41012668726282
2026-05-02 21:35:48,rps_total,180.41012668726282
2026-05-02 21:35:53,rps_total,215.72678124038504
2026-05-02 21:35:58,rps_total,215.72678124038504
2026-05-02 21:36:03,rps_total,215.72678124038504
2026-05-02 21:36:08,rps_total,228.47682119205297
2026-05-02 21:36:13,rps_total,215.71472996786565
2026-05-02 21:36:18,rps_total,215.71472996786565
2026-05-02 21:36:23,rps_total,210.72890572493432
2026-05-02 21:36:28,rps_total,216.53328864122005
2026-05-02 21:36:33,rps_total,216.53328864122005
2026-05-02 21:36:38,rps_total,210.00213851464886
2026-05-02 21:36:43,rps_total,210.00213851464886
2026-05-02 21:36:48,rps_total,153.9711477488903
2026-05-02 21:36:53,rps_total,132.41269744279123
2026-05-02 21:36:58,rps_total,132.41269744279123
2026-05-02 21:37:03,rps_total,103.49667930694936
2026-05-02 21:37:08,rps_total,103.49667930694936
2026-05-02 21:37:13,rps_total,45.88921817237481
2026-05-02 21:37:18,rps_total,66.80932001902045
2026-05-02 21:37:23,rps_total,66.80932001902045
2026-05-02 21:37:28,rps_total,75.62383555786325
2026-05-02 21:37:33,rps_total,89.23147818436982
2026-05-02 21:37:38,rps_total,89.23147818436982
2026-05-02 21:37:43,rps_total,89.23147818436982
