timestamp,cpu_usage_cores,latency_avg_ms,latency_p95_ms,memory_usage_bytes,rps_total,total_requests
2026-04-26 23:22:15,1.8463722955219315,4792.968758526604,9919.897151898736,1287049216.0,72.51719285728441,4351.031571437065
2026-04-26 23:22:20,1.8164329979145672,4948.554760931754,13794.70198675492,1288613888.0,73.68227956463251,4420.936773877951
2026-04-26 23:22:25,1.8755879215071105,4541.024573721164,9824.704142011831,1291661312.0,83.30887593811582,4998.532556286948
2026-04-26 23:22:30,2.0049526519767165,4541.024573721164,9824.704142011831,1291997184.0,83.3088759381158,4998.532556286948
2026-04-26 23:22:35,1.9672777010585836,4541.024573721164,9824.704142011831,1291333632.0,83.3088759381158,4998.532556286948
2026-04-26 23:22:40,1.8715197925401226,4197.034908700322,9341.05098855359,1293410304.0,86.36391418617444,5181.834851170466
2026-04-26 23:22:45,1.8963478188721086,4051.533700292069,9302.894211576844,1291554816.0,88.84043607532212,5330.426164519326
2026-04-26 23:22:50,1.8669537679837522,4051.5337002920687,9302.894211576844,1292546048.0,88.84043607532209,5330.4261645193255
2026-04-26 23:22:55,1.880090461083783,3848.562206939668,9260.697674418603,1292230656.0,98.40474298637002,5904.284579182202
2026-04-26 23:23:00,1.8840134065992056,3936.6509433962265,9300.55487053021,1292251136.0,96.17399321124752,5770.439592674853
2026-04-26 23:23:05,1.8543300486976282,3936.6509433962265,9300.55487053021,1292029952.0,96.17399321124752,5770.439592674853
2026-04-26 23:23:10,1.7843533075906297,3958.48939343719,9307.392102846648,1290047488.0,92.44775754613224,5546.865452767934
2026-04-26 23:23:15,1.6625885883876539,4089.613081789426,9358.036272670415,1288540160.0,87.25550425080756,5235.330255048454
2026-04-26 23:23:20,1.7396733367639539,4089.613081789426,9358.036272670415,1286377472.0,87.25550425080756,5235.330255048454
2026-04-26 23:23:25,1.746708187663244,4259.237536127168,9421.00283822138,1282953216.0,83.92142486176031,5035.285491705618
2026-04-26 23:23:30,1.7635687834405622,4172.569383626844,9427.771226415094,1280913408.0,87.5267105208028,5251.602631248167
2026-04-26 23:23:35,1.8269084264635145,4172.569383626844,9427.771226415094,1275912192.0,87.52671052080278,5251.602631248166
2026-04-26 23:23:40,1.7554890342679368,4172.569383626844,9427.771226415094,1275027456.0,87.52671052080278,5251.602631248166
2026-04-26 23:23:45,1.71830791401837,4186.223021456208,9451.044386422976,1277079552.0,85.79285059578369,5147.571035747022
2026-04-26 23:23:50,1.7467391787367754,4180.280021392917,9436.993047508688,1277083648.0,83.1648229649895,4989.88937789937
2026-04-26 23:23:55,1.76064821923903,4180.280021392917,9436.993047508688,1277571072.0,83.1648229649895,4989.88937789937
2026-04-26 23:24:00,1.705018695655896,4084.550768406005,9424.753289473683,1277800448.0,86.14312352887231,5168.587411732339
2026-04-26 23:24:05,1.8303938506100113,4355.127470259772,9509.989344698986,1305255936.0,86.63579017960056,5198.147410776033
2026-04-26 23:24:10,1.7298179211176752,4355.127470259772,9509.989344698986,1306394624.0,86.63579017960056,5198.147410776033
2026-04-26 23:24:15,1.793061470953996,4541.975046554935,9546.647819063004,1342029824.0,82.6201247096222,4957.2074825773325
2026-04-26 23:24:20,1.7730135764288448,4564.581312228747,9507.549857549851,1344479232.0,77.95219407777381,4677.131644666429
2026-04-26 23:24:25,1.8209731426835785,4564.581312228747,9507.549857549851,1347776512.0,77.95219407777381,4677.131644666429
2026-04-26 23:24:30,1.9106329855278914,4776.521347434391,9555.814940577247,1351950336.0,77.75945269073362,4665.567161444017
2026-04-26 23:24:35,2.019113182622335,4714.0723253989,9530.30726256983,1352515584.0,79.70680628272252,4782.408376963351
2026-04-26 23:24:40,2.0929315267881194,4714.0723253989,9530.30726256983,1352138752.0,79.70680628272252,4782.408376963351
2026-04-26 23:24:45,2.108759476119161,4714.0723253989,9530.30726256983,1355583488.0,79.70680628272252,4782.408376963351
2026-04-26 23:24:50,2.0685423693272873,4600.999800159872,9450.39858281665,1358249984.0,76.03982165760704,4562.389299456422
2026-04-26 23:24:55,2.1027971768821825,4713.827229924144,9457.953249714936,1357512704.0,75.29374467494898,4517.624680496939
2026-04-26 23:25:00,2.1608959928601648,4713.827229924144,9457.953249714936,1349660672.0,75.29374467494898,4517.624680496939
2026-04-26 23:25:05,2.2360680213311364,4761.366074874565,9476.354082457558,1348923392.0,78.51883535486236,4711.1301212917415
2026-04-26 23:25:10,2.2976548923680977,4840.4428687196105,9494.757174392937,1349275648.0,77.16159309463453,4629.695585678071
2026-04-26 23:25:15,2.213824998566518,4840.4428687196105,9494.757174392937,1351180288.0,77.16159309463453,4629.695585678071
2026-04-26 23:25:20,2.082791630036998,4971.990131578948,9501.666666666664,1349816320.0,74.0457781988204,4442.746691929224
2026-04-26 23:25:25,2.0882940127168443,5065.269634955753,9503.90625,1349439488.0,71.53328050713154,4291.996830427892
2026-04-26 23:25:30,2.079271914648354,5065.269634955753,9503.90625,1345732608.0,71.53328050713154,4291.996830427892
2026-04-26 23:25:35,2.2584052310786995,5144.555555555556,9521.20822622108,1346564096.0,70.24452788716916,4214.671673230149
2026-04-26 23:25:40,2.2363744585662753,4966.649107404156,9510.070052539404,1347739648.0,71.8234357986431,4309.406147918587
2026-04-26 23:25:45,2.274336417343188,4966.649107404156,9510.070052539404,1349992448.0,71.8234357986431,4309.406147918587
2026-04-26 23:25:50,2.2646152827184998,4966.649107404156,9510.070052539404,1349648384.0,71.8234357986431,4309.406147918587
2026-04-26 23:25:55,2.2469089896650747,4938.603642671292,9497.803163444642,1348243456.0,70.7351324948101,4244.107949688607
2026-04-26 23:26:00,2.140661363281241,5033.0044825313125,9528.922872340429,1347239936.0,68.5903406726253,4115.420440357519
2026-04-26 23:26:05,2.2428428510335787,5033.0044825313125,9528.922872340429,1345896448.0,68.5903406726253,4115.420440357519
2026-04-26 23:26:10,2.33013451660974,4889.730054054055,9542.214912280702,1345069056.0,69.50645220475812,4170.387132285488
2026-04-26 23:26:15,2.329812284799026,4647.897092850786,9445.236439499306,1345601536.0,70.50018867133454,4230.011320280072
2026-04-26 23:26:20,2.2947136239493298,4647.897092850786,9445.236439499306,1345892352.0,70.50018867133454,4230.011320280072
2026-04-26 23:26:25,2.256058493133717,4670.420675855936,9420.12331838565,1342910464.0,68.31177567807234,4098.70654068434
2026-04-26 23:26:30,2.179467807757397,4670.420675855936,9420.12331838565,1340628992.0,68.31177567807234,4098.70654068434
2026-04-26 23:26:35,2.26559705446609,4533.520591233435,9385.453736654805,1340596224.0,64.32551406872757,3859.5308441236543
2026-04-26 23:26:40,2.33528773752671,4271.076975169301,9269.459102902374,1338744832.0,64.16524077242728,3849.914446345637
2026-04-26 23:26:45,2.3821288678529333,4271.076975169301,9269.459102902374,1324138496.0,64.16524077242728,3849.914446345637
2026-04-26 23:26:50,2.420653201876142,3700.2349685910863,8943.426042983563,1322811392.0,67.71848220085067,4063.108932051041
2026-04-26 23:26:55,2.3975552170185837,3700.2349685910863,8943.426042983563,1323331584.0,67.71848220085067,4063.108932051041
2026-04-26 23:27:00,2.105999540944798,3154.678924259056,8281.132075471696,1316950016.0,65.45054542121184,3927.032725272711
2026-04-26 23:27:05,1.9085888451211717,2741.0922177237967,7902.830188679249,1317154816.0,44.05993578308954,2643.596146985373
2026-04-26 23:27:10,1.500917396520259,2741.0922177237967,7902.830188679249,1316192256.0,44.05993578308954,2643.596146985373
2026-04-26 23:27:15,1.3974510454760245,2128.890124264225,4777.4077868852455,1316167680.0,37.06533031840127,2223.9198191040764
2026-04-26 23:27:20,1.2400408258825821,2128.890124264225,4777.407786885244,1316986880.0,25.41591585299417,1524.9549511796506
2026-04-26 23:27:25,0.991283943106414,2128.890124264225,4777.407786885244,1316990976.0,25.41591585299417,1524.9549511796506
2026-04-26 23:27:30,0.527808284087909,2128.890124264225,4777.407786885244,1315053568.0,25.41591585299417,1524.9549511796506
2026-04-26 23:27:35,0.37363937850379264,861.9027431421445,2298.7676056338023,1310126080.0,2.4750206251718767,148.50123751031262
2026-04-26 23:27:40,0.20920867681708483,861.9027431421447,2298.7676056338023,1304641536.0,1.6055500495540136,96.33300297324082
2026-04-26 23:27:45,0.10861314393923319,861.9027431421447,2298.7676056338023,1301835776.0,1.6055500495540136,96.33300297324082
2026-04-26 23:27:50,0.0992225215458751,861.9027431421447,2298.7676056338023,1300992000.0,0.0,0.0
2026-04-26 23:27:55,0.1020857854891146,861.9027431421447,2298.7676056338023,1299001344.0,0.0,0.0
2026-04-26 23:28:00,0.10540749380549261,861.9027431421447,2298.7676056338023,1297657856.0,0.0,0.0
2026-04-26 23:28:05,0.1044798280571314,861.9027431421447,2298.7676056338023,1296482304.0,0.0,0.0
2026-04-26 23:28:10,0.10139351531005139,861.9027431421447,2298.7676056338023,1295962112.0,0.0,0.0
2026-04-26 23:28:15,0.1023022039364904,861.9027431421447,2298.7676056338023,1296457728.0,0.0,0.0
2026-04-26 23:28:20,0.0994751316162893,861.9027431421447,2298.7676056338023,1297031168.0,0.0,0.0
2026-04-26 23:28:25,0.10060391098084732,861.9027431421447,2298.7676056338023,1297223680.0,0.0,0.0
2026-04-26 23:28:30,0.0988729953395469,861.9027431421447,2298.7676056338023,1297276928.0,0.0,0.0
2026-04-26 23:28:35,0.095825140388361,861.9027431421447,2298.7676056338023,1297784832.0,0.0,0.0
2026-04-26 23:28:40,0.0863780992280751,861.9027431421447,2298.7676056338023,1298165760.0,0.0,0.0
2026-04-26 23:28:45,0.09012402898644119,861.9027431421447,2298.7676056338023,1283731456.0,0.0,0.0
2026-04-26 23:28:50,0.09745248892149959,861.9027431421447,2298.7676056338023,1282985984.0,0.0,0.0
2026-04-26 23:28:55,0.1004410011081026,861.9027431421447,2298.7676056338023,1268453376.0,0.0,0.0
2026-04-26 23:29:00,0.1025064428593725,861.9027431421447,2298.7676056338023,1268166656.0,0.0,0.0
2026-04-26 23:29:05,0.1034590488022367,861.9027431421447,2298.7676056338023,1268383744.0,0.0,0.0
2026-04-26 23:29:10,0.108389350610648,861.9027431421447,2298.7676056338023,1268854784.0,0.0,0.0
2026-04-26 23:29:15,0.10559488976857201,861.9027431421447,2298.7676056338023,1268854784.0,0.0,0.0
2026-04-26 23:29:20,0.11259604729077559,861.9027431421447,2298.7676056338023,1268756480.0,0.0,0.0
2026-04-26 23:29:25,0.10609140847565299,861.9027431421447,2298.7676056338023,1266827264.0,0.0,0.0
2026-04-26 23:29:30,0.114557879383435,861.9027431421447,2298.7676056338023,1265725440.0,0.0,0.0
2026-04-26 23:29:35,0.11417447738818728,861.9027431421447,2298.7676056338023,1265737728.0,0.0,0.0
2026-04-26 23:29:40,0.1132848930368667,861.9027431421447,2298.7676056338023,1265852416.0,0.0,0.0
2026-04-26 23:29:45,0.10611731350302932,861.9027431421447,2298.7676056338023,1266499584.0,0.0,0.0
2026-04-26 23:29:50,0.10537473291705479,861.9027431421447,2298.7676056338023,1264357376.0,0.0,0.0
2026-04-26 23:29:55,0.1085246645997249,861.9027431421447,2298.7676056338023,1264451584.0,0.0,0.0
2026-04-26 23:30:00,0.11541826340068001,861.9027431421447,2298.7676056338023,1265704960.0,0.0,0.0
