timestamp,metric,value
2026-05-03 21:54:36,latency_p95_ms,7794.852941176469
2026-05-03 21:54:41,latency_p95_ms,7794.852941176469
2026-05-03 21:54:46,latency_p95_ms,4951.585365853658
2026-05-03 21:54:51,latency_p95_ms,4949.878048780488
2026-05-03 21:54:56,latency_p95_ms,4949.878048780488
2026-05-03 21:55:01,latency_p95_ms,4765.094339622642
2026-05-03 21:55:06,latency_p95_ms,4674.528301886792
2026-05-03 21:55:11,latency_p95_ms,4674.528301886792
2026-05-03 21:55:16,latency_p95_ms,339.5161290322583
2026-05-03 21:55:21,latency_p95_ms,1952.3026315789477
2026-05-03 21:55:26,latency_p95_ms,1952.3026315789477
2026-05-03 21:55:31,latency_p95_ms,1959.2105263157896
2026-05-03 21:55:36,latency_p95_ms,2281.392045454545
2026-05-03 21:55:41,latency_p95_ms,2281.392045454545
2026-05-03 21:55:46,latency_p95_ms,2281.392045454545
2026-05-03 21:55:51,latency_p95_ms,2358.3057029177717
2026-05-03 21:55:56,latency_p95_ms,2358.3057029177717
2026-05-03 21:56:01,latency_p95_ms,2358.3057029177717
2026-05-03 21:56:06,latency_p95_ms,2384.220018034265
2026-05-03 21:56:11,latency_p95_ms,2384.220018034265
2026-05-03 21:56:16,latency_p95_ms,2384.220018034265
2026-05-03 21:56:21,latency_p95_ms,2391.9348350764276
2026-05-03 21:56:26,latency_p95_ms,2391.9348350764276
2026-05-03 21:56:31,latency_p95_ms,2391.9348350764276
2026-05-03 21:56:36,latency_p95_ms,2390.65677104514
2026-05-03 21:56:41,latency_p95_ms,2390.65677104514
2026-05-03 21:56:46,latency_p95_ms,2390.65677104514
2026-05-03 21:56:51,latency_p95_ms,2392.0788979336257
2026-05-03 21:56:56,latency_p95_ms,2391.950757575757
2026-05-03 21:57:01,latency_p95_ms,2391.950757575757
2026-05-03 21:57:06,latency_p95_ms,2388.70501285347
2026-05-03 21:57:11,latency_p95_ms,2394.68777103209
2026-05-03 21:57:16,latency_p95_ms,2394.68777103209
2026-05-03 21:57:21,latency_p95_ms,2399.2478744277305
2026-05-03 21:57:26,latency_p95_ms,2408.634581881533
2026-05-03 21:57:31,latency_p95_ms,2408.634581881533
2026-05-03 21:57:36,latency_p95_ms,2417.3368490441662
2026-05-03 21:57:41,latency_p95_ms,2411.577253218884
2026-05-03 21:57:46,latency_p95_ms,2411.577253218884
2026-05-03 21:57:51,latency_p95_ms,2411.577253218884
2026-05-03 21:57:56,latency_p95_ms,2418.2197943444735
2026-05-03 21:58:01,latency_p95_ms,2418.2197943444735
2026-05-03 21:58:06,latency_p95_ms,2418.2197943444735
2026-05-03 21:58:11,latency_p95_ms,2460.781041388518
2026-05-03 21:58:16,latency_p95_ms,2460.781041388518
2026-05-03 21:58:21,latency_p95_ms,2460.781041388518
2026-05-03 21:58:26,latency_p95_ms,2494.769874476987
2026-05-03 21:58:31,latency_p95_ms,3309.471365638764
2026-05-03 21:58:36,latency_p95_ms,3309.471365638764
2026-05-03 21:58:41,latency_p95_ms,3807.7380952380945
2026-05-03 21:58:46,latency_p95_ms,3229.4520547945203
2026-05-03 21:58:51,latency_p95_ms,3229.4520547945203
2026-05-03 21:58:56,latency_p95_ms,3107.276119402982
2026-05-03 21:59:01,latency_p95_ms,2493.2391405885096
2026-05-03 21:59:06,latency_p95_ms,2493.2391405885096
2026-05-03 21:59:11,latency_p95_ms,2415.022493573265
2026-05-03 21:59:16,latency_p95_ms,2448.803191489362
2026-05-03 21:59:21,latency_p95_ms,2448.803191489362
2026-05-03 21:59:26,latency_p95_ms,2448.803191489362
2026-05-03 21:59:31,latency_p95_ms,2957.6023391812837
2026-05-03 21:59:36,latency_p95_ms,2957.6023391812837
