run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing,predicted_rps,rps_lag_1,rps_lag_2,rps_lag_3,service_rps_lag_1,rps_rolling_mean_3,future_cpu_usage_cores,future_memory_usage_bytes,required_replicas,svc_adservice,svc_cartservice,svc_checkoutservice,svc_currencyservice,svc_emailservice,svc_frontend,svc_paymentservice,svc_productcatalogservice,svc_recommendationservice,svc_shippingservice
train_03,train,2026-06-17 04:25:20,shippingservice,74.06786410412256,4444.071846247354,17.416515874321433,0.0457330561775265,60370944.0,1.5082654249127128,6.54326923076923,False,False,False,56.49077723818027,74.06786410412256,74.06786410412256,77.21700852871948,18.92214104484456,74.06786410412256,0.0380196930960328,59854848.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:25,shippingservice,57.67807205132422,3460.684323079454,17.416515874321433,0.0391381278941868,61116416.0,1.5082654249127128,6.54326923076923,False,False,False,56.202173493666,74.06786410412256,74.06786410412256,74.06786410412256,17.416515874321433,68.60460008652312,0.0336789017296711,59854848.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:30,shippingservice,57.67807205132422,3460.684323079454,16.947508004786698,0.0368885925019283,61116416.0,1.4830524344569505,6.409090909090914,False,False,False,56.202173493666,57.67807205132422,74.06786410412256,74.06786410412256,17.416515874321433,63.141336068923664,0.0407713684400206,60878848.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:35,shippingservice,57.67807205132422,3460.684323079454,15.135347024107666,0.0395622319639768,61116416.0,1.4808309037900536,6.1447368421052655,False,False,False,56.202173493666,57.67807205132422,57.67807205132422,74.06786410412256,16.947508004786698,57.67807205132422,0.0407713684400206,60878848.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:40,shippingservice,56.49077723818027,3389.446634290816,15.135347024107666,0.0412198565060021,59854848.0,1.4808309037900536,6.1447368421052655,False,False,False,65.33575317604357,57.67807205132422,57.67807205132422,57.67807205132422,15.135347024107666,57.28230711360957,0.0494087644737977,59961344.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:45,shippingservice,56.49077723818027,3389.446634290816,15.135347024107666,0.0412198565060021,59854848.0,1.4808309037900536,6.1447368421052655,False,False,False,65.33575317604357,56.49077723818027,57.67807205132422,57.67807205132422,15.135347024107666,56.886542175894924,0.0494087644737977,59961344.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:50,shippingservice,56.49077723818027,3389.446634290816,15.34768069964846,0.0380196930960328,59854848.0,1.5047619047618848,6.321428571428581,False,False,False,65.33575317604357,56.49077723818027,56.49077723818027,57.67807205132422,15.135347024107666,56.49077723818027,0.0492168441670628,60481536.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:25:55,shippingservice,56.202173493666,3372.1304096199606,15.34768069964846,0.0336789017296711,59854848.0,1.5047619047618848,6.321428571428581,False,False,False,65.3043959262031,56.49077723818027,56.49077723818027,56.49077723818027,15.34768069964846,56.39457599000885,0.0516892171025595,60481536.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:26:00,shippingservice,56.202173493666,3372.1304096199606,15.34768069964846,0.0407713684400206,60878848.0,1.5047619047618848,6.321428571428581,False,False,False,65.21034549815259,56.202173493666,56.49077723818027,56.49077723818027,15.34768069964846,56.29837474183743,0.0519071828798953,66265088.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:26:05,shippingservice,56.202173493666,3372.1304096199606,17.0988761096777,0.0407713684400206,60878848.0,1.576394293125822,6.536764705882325,False,False,False,65.21034549815259,56.202173493666,56.202173493666,56.49077723818027,15.34768069964846,56.202173493666,0.0522452342587995,65748992.0,1,False,False,False,False,False,False,False,False,False,True
train_03,train,2026-06-17 04:26:10,shippingservice,65.33575317604357,3920.1451905626136,17.0988761096777,0.0494087644737977,59961344.0,1.576394293125822,6.536764705882325,False,False,False,64.88362195960323,56.202173493666,56.202173493666,56.202173493666,17.0988761096777,59.24670005445852,0.0447552349862634,65748992.0,1,False,False,False,False,False,False,False,False,False,True
