timestamp,run_name,users,service,frontend_rps,service_rps,predicted_rps,cpu_usage_cores,memory_usage_bytes,latency_p95_ms,latency_avg_ms,actual_replicas,predicted_replicas,actual_replicas_raw,predicted_replicas_raw,prediction_bias,predicted_replicas_calibrated_raw,absolute_error,prediction_status
2026-06-17 04:34:00,test_01,,adservice,1.570646364608102,0.7416941166204926,25.05341656541958,0.0057905049249942,282820608.0,4.771428571428571,1.0020833333255723,3.0,3.0,3.0,3.0038228,0.0,3.0038228034973145,0.0,correct
2026-06-17 04:34:05,test_01,,adservice,1.570646364608102,0.7416941166204926,25.05341656541958,0.011259950232438,283398144.0,4.771428571428571,1.0020833333255723,3.0,3.0,3.0,3.004599,0.0,3.004599094390869,0.0,correct
2026-06-17 04:34:10,test_01,,adservice,2.3346303501945527,1.1024643320363166,25.05341656541958,0.0116129287194006,283398144.0,4.7714285714285705,1.0020833333255723,3.0,3.0,3.0,3.0011165,0.0,3.0011165142059326,0.0,correct
2026-06-17 04:34:15,test_01,,adservice,13.297927087836309,7.945983778665241,34.33319078746411,0.0202746762300068,283631616.0,8.05882352941176,2.0475806451611653,3.0,3.0,3.0,2.9690037,0.0,2.969003677368164,0.0,correct
2026-06-17 04:34:20,test_01,,adservice,13.297927087836309,7.945983778665241,32.85445358169028,0.0357194323734029,283435008.0,8.05882352941176,2.0475806451611653,3.0,3.0,3.0,2.9923043,0.0,2.9923043251037598,0.0,correct
2026-06-17 04:34:25,test_01,,adservice,19.73181832065732,11.790939915080797,32.85445358169028,0.0357194323734029,283435008.0,8.058823529411768,2.0475806451611653,3.0,3.0,3.0,3.019652,0.0,3.0196518898010254,0.0,correct
2026-06-17 04:34:30,test_01,,adservice,25.05341656541958,15.647911517030458,33.12351035873617,0.0395804256945283,284024832.0,7.085937499999995,1.9663710777627463,3.0,3.0,3.0,3.0073948,0.0,3.007394790649414,0.0,correct
2026-06-17 04:34:35,test_01,,adservice,25.05341656541958,15.647911517030458,30.880750858962543,0.0413269976023032,284024832.0,7.085937499999995,1.9663710777627463,3.0,3.0,3.0,3.026919,0.0,3.026918888092041,0.0,correct
2026-06-17 04:34:40,test_01,,adservice,25.05341656541958,21.77830721769144,30.880750858962543,0.0602120449503486,284168192.0,7.27343749999999,1.999012693935514,3.0,3.0,3.0,3.013755,0.0,3.0137550830841064,0.0,correct
2026-06-17 04:34:45,test_01,,adservice,34.33319078746411,21.77830721769144,28.228393364494547,0.057804381424401,283762688.0,7.27343749999999,1.999012693935514,3.0,3.0,3.0,3.0090828,0.0,3.009082794189453,0.0,correct
2026-06-17 04:34:50,test_01,,adservice,32.85445358169028,21.064103834340628,27.754398209923423,0.0619337548883251,284299264.0,7.988372093023264,2.2138623326959403,3.0,3.0,3.0,3.040852,0.0,3.0408520698547363,0.0,correct
2026-06-17 04:34:55,test_01,,adservice,32.85445358169028,21.72518104317536,27.754398209923423,0.0666994429040251,284299264.0,7.711538461538445,2.260816618910908,3.0,3.0,3.0,3.034995,0.0,3.0349950790405273,0.0,correct
2026-06-17 04:35:00,test_01,,adservice,33.12351035873617,21.72518104317536,26.399018911766603,0.0705071925598073,284299264.0,7.711538461538445,2.260816618910908,3.0,3.0,3.0,3.0029237,0.0,3.0029237270355225,0.0,correct
2026-06-17 04:35:05,test_01,,adservice,30.880750858962543,20.72158900435803,24.22476405862654,0.0683044083329597,284299264.0,15.708333333333323,3.311678463094034,3.0,3.0,3.0,3.0072947,0.0,3.0072946548461914,0.0,correct
2026-06-17 04:35:10,test_01,,adservice,30.880750858962543,20.72158900435803,24.22476405862654,0.0733437279600768,284422144.0,15.708333333333323,3.311678463094034,3.0,3.0,3.0,3.0074015,0.0,3.007401466369629,0.0,correct
2026-06-17 04:35:15,test_01,,adservice,28.228393364494547,19.18904879762887,24.22476405862654,0.0729301005556258,284422144.0,20.187499999999982,4.133121019108057,3.0,3.0,3.0,3.0019255,0.0,3.001925468444824,0.0,correct
2026-06-17 04:35:20,test_01,,adservice,27.754398209923423,18.94810313680407,26.67920817478301,0.0810716404156743,284422144.0,22.564606741573016,4.756655665566352,3.0,3.0,3.0,3.00652,0.0,3.0065200328826904,0.0,correct
2026-06-17 04:35:25,test_01,,adservice,27.754398209923423,18.94810313680407,26.67920817478301,0.0847158044306617,283906048.0,22.564606741573016,4.756655665566352,3.0,3.0,3.0,3.0037131,0.0,3.0037131309509277,0.0,correct
2026-06-17 04:35:30,test_01,,adservice,26.399018911766603,18.4922222939392,26.67920817478301,0.0887944561291176,283906048.0,24.87999999999999,5.988461538461783,3.0,3.0,3.0,3.0095644,0.0,3.0095643997192383,0.0,correct
2026-06-17 04:35:35,test_01,,adservice,24.22476405862654,17.067443579597338,29.01873444255208,0.0867004974319098,283963392.0,24.15789473684211,6.083756345177785,3.0,3.0,3.0,3.006546,0.0,3.0065460205078125,0.0,correct
2026-06-17 04:35:40,test_01,,adservice,24.22476405862654,17.067443579597338,29.01873444255208,0.0878818452893123,283963392.0,24.15789473684211,6.083756345177785,3.0,3.0,3.0,3.001478,0.0,3.0014779567718506,0.0,correct
2026-06-17 04:35:45,test_01,,adservice,24.22476405862654,17.067443579597338,29.01873444255208,0.0851632100272817,284033024.0,24.15789473684211,6.083756345177785,3.0,3.0,3.0,3.0010393,0.0,3.0010392665863037,0.0,correct
2026-06-17 04:35:50,test_01,,adservice,26.67920817478301,17.421230387755973,34.248642124321066,0.0742059836070902,284295168.0,22.016666666666648,4.907885085574289,3.0,3.0,3.0,3.0026145,0.0,3.0026144981384277,0.0,correct
2026-06-17 04:35:55,test_01,,adservice,26.67920817478301,17.421230387755973,34.248642124321066,0.085050589286078,284295168.0,22.016666666666648,4.907885085574289,3.0,3.0,3.0,3.0113676,0.0,3.0113675594329834,0.0,correct
2026-06-17 04:36:00,test_01,,adservice,26.67920817478301,17.421230387755973,34.248642124321066,0.0746602782821612,284569600.0,22.016666666666648,4.907885085574289,3.0,3.0,3.0,3.0122588,0.0,3.012258768081665,0.0,correct
2026-06-17 04:36:05,test_01,,adservice,29.01873444255208,18.64669534269307,36.09886615347501,0.083400893197044,284860416.0,17.59375000000003,3.8150802752294655,3.0,3.0,3.0,3.0080228,0.0,3.0080227851867676,0.0,correct
2026-06-17 04:36:10,test_01,,adservice,29.01873444255208,18.64669534269307,36.09886615347501,0.0790668405603759,284860416.0,17.59375000000003,3.8150802752294655,3.0,3.0,3.0,3.008714,0.0,3.008713960647583,0.0,correct
2026-06-17 04:36:15,test_01,,adservice,29.01873444255208,18.64669534269307,36.09886615347501,0.0758800562419745,284860416.0,17.59375000000003,3.8150802752294655,3.0,3.0,3.0,3.007701,0.0,3.0077009201049805,0.0,correct
2026-06-17 04:36:20,test_01,,adservice,34.248642124321066,21.40639820643269,37.01484873122513,0.0786780749917049,284745728.0,9.887362637362632,2.913686313686174,3.0,3.0,3.0,3.009263,0.0,3.009263038635254,0.0,correct
2026-06-17 04:36:25,test_01,,adservice,34.248642124321066,21.40639820643269,37.01484873122513,0.0779277618234417,284745728.0,9.887362637362632,2.913686313686174,3.0,3.0,3.0,3.0170164,0.0,3.0170164108276367,0.0,correct
2026-06-17 04:36:30,test_01,,adservice,34.248642124321066,21.40639820643269,37.01484873122513,0.0779277618234417,284745728.0,9.887362637362632,2.913686313686174,3.0,3.0,3.0,3.0173116,0.0,3.0173115730285645,0.0,correct
2026-06-17 04:36:35,test_01,,adservice,36.09886615347501,23.79438145573368,38.53572899282602,0.0782476320982292,285028352.0,8.809375000000003,2.453977798334875,3.0,3.0,3.0,3.0006852,0.0,3.000685214996338,0.0,correct
2026-06-17 04:36:40,test_01,,adservice,36.09886615347501,23.79438145573368,38.53572899282602,0.078582877157679,284213248.0,8.809375000000003,2.453977798334875,3.0,3.0,3.0,3.0017328,0.0,3.00173282623291,0.0,correct
2026-06-17 04:36:45,test_01,,adservice,36.09886615347501,23.79438145573368,38.53572899282602,0.0778278402651173,283697152.0,8.809375000000003,2.453977798334875,3.0,3.0,3.0,3.0015087,0.0,3.0015087127685547,0.0,correct
2026-06-17 04:36:50,test_01,,adservice,37.01484873122513,24.45652173913044,38.4393063583815,0.077657669012221,283697152.0,7.756666666666652,2.212444836716435,3.0,3.0,3.0,2.997406,0.0,2.997406005859375,0.0,correct
2026-06-17 04:36:55,test_01,,adservice,37.01484873122513,24.45652173913044,47.90330118536772,0.0760759115800218,283803648.0,7.756666666666652,2.212444836716435,3.0,3.0,3.0,2.9817617,0.0,2.9817616939544678,0.0,correct
2026-06-17 04:37:00,test_01,,adservice,37.01484873122513,24.45652173913044,47.90330118536772,0.0721452191394429,284078080.0,7.756666666666652,2.212444836716435,3.0,3.0,3.0,2.9815838,0.0,2.981583833694458,0.0,correct
2026-06-17 04:37:05,test_01,,adservice,38.53572899282602,25.20644140531871,53.72902725244885,0.0757726396955086,284078080.0,9.511538461538455,2.7601569311247944,3.0,3.0,3.0,2.9929223,0.0,2.992922306060791,0.0,correct
2026-06-17 04:37:10,test_01,,adservice,38.53572899282602,25.20644140531871,60.08751877734962,0.0757726396955086,284078080.0,9.511538461538455,2.7601569311247944,3.0,3.0,3.0,2.9956026,0.0,2.995602607727051,0.0,correct
2026-06-17 04:37:15,test_01,,adservice,38.53572899282602,25.20644140531871,60.08751877734962,0.07751001553401,284327936.0,9.511538461538455,2.7601569311247944,3.0,3.0,3.0,2.9962718,0.0,2.996271848678589,0.0,correct
2026-06-17 04:37:20,test_01,,adservice,38.4393063583815,30.462675787058675,69.69677377642722,0.0869011274707779,284422144.0,20.112582781456936,4.5263693820226685,3.0,3.0,3.0,2.983242,0.0,2.9832420349121094,0.0,correct
2026-06-17 04:37:25,test_01,,adservice,47.90330118536772,30.462675787058675,62.42903357113782,0.0869011274707779,284422144.0,20.112582781456936,4.5263693820226685,3.0,3.0,3.0,3.000542,0.0,3.000541925430298,0.0,correct
2026-06-17 04:37:30,test_01,,adservice,47.90330118536772,30.462675787058675,62.42903357113782,0.091201109794522,285057024.0,20.112582781456936,4.5263693820226685,3.0,3.0,3.0,3.0073967,0.0,3.007396697998047,0.0,correct
2026-06-17 04:37:35,test_01,,adservice,53.72902725244885,38.25053337397135,60.37146667534073,0.0934466948416394,285057024.0,20.726415094339607,5.025457665904103,3.0,3.0,3.0,3.017054,0.0,3.0170540809631348,0.0,correct
2026-06-17 04:37:40,test_01,,adservice,60.08751877734962,38.25053337397135,59.79187617506887,0.0996183386420977,285057024.0,20.726415094339607,5.025457665904103,3.0,3.0,3.0,3.0071564,0.0,3.0071563720703125,0.0,correct
2026-06-17 04:37:45,test_01,,adservice,60.08751877734962,38.25053337397135,59.79187617506887,0.0905449760678073,285057024.0,20.726415094339607,5.025457665904103,3.0,3.0,3.0,2.995559,0.0,2.995558977127075,0.0,correct
2026-06-17 04:37:50,test_01,,adservice,69.69677377642722,44.80506885627465,59.79187617506887,0.1055521508599714,285114368.0,20.520949720670394,5.159719222462369,3.0,3.0,3.0,3.0127974,0.0,3.0127973556518555,0.0,correct
2026-06-17 04:37:55,test_01,,adservice,62.42903357113782,40.91951067977805,57.48764112859702,0.1079135262932625,285114368.0,22.331034482758604,5.861035564853531,3.0,3.0,3.0,3.004722,0.0,3.0047221183776855,0.0,correct
2026-06-17 04:38:00,test_01,,adservice,62.42903357113782,40.91951067977805,57.48764112859702,0.1007629757808864,285114368.0,22.331034482758604,5.861035564853531,3.0,3.0,3.0,3.0097299,0.0,3.0097298622131348,0.0,correct
2026-06-17 04:38:05,test_01,,adservice,60.37146667534073,40.303168303948986,57.48764112859702,0.1079367909199915,285143040.0,22.66573033707864,5.893557536466624,3.0,3.0,3.0,3.0052516,0.0,3.00525164604187,0.0,correct
2026-06-17 04:38:10,test_01,,adservice,59.79187617506887,39.89855927942109,62.96621325142607,0.1082819191356314,285155328.0,24.34716599190283,6.632975206611417,3.0,3.0,3.0,3.0042565,0.0,3.0042564868927,0.0,correct
2026-06-17 04:38:15,test_01,,adservice,59.79187617506887,39.89855927942109,62.96621325142607,0.1101658936033971,285155328.0,24.34716599190283,6.632975206611417,3.0,3.0,3.0,3.0052257,0.0,3.005225658416748,0.0,correct
2026-06-17 04:38:20,test_01,,adservice,59.79187617506887,36.106954654869554,62.96621325142607,0.1099258211693367,285970432.0,33.245614035087655,7.976132246376477,3.0,3.0,3.0,3.0044613,0.0,3.0044612884521484,0.0,correct
2026-06-17 04:38:25,test_01,,adservice,57.48764112859702,39.46203829631068,62.47188122629989,0.1097048288725767,286056448.0,24.881578947368407,6.626376651982228,3.0,3.0,3.0,3.00811,0.0,3.0081100463867188,0.0,correct
2026-06-17 04:38:30,test_01,,adservice,57.48764112859702,39.46203829631068,62.47188122629989,0.0909191405752162,286056448.0,24.881578947368407,6.626376651982228,3.0,3.0,3.0,3.0017495,0.0,3.0017495155334473,0.0,correct
2026-06-17 04:38:35,test_01,,adservice,57.48764112859702,42.64224983649444,62.47188122629989,0.0987157347472584,285327360.0,24.53205128205129,6.182559938128386,3.0,3.0,3.0,3.00458,0.0,3.004580020904541,0.0,correct
2026-06-17 04:38:40,test_01,,adservice,62.96621325142607,43.30276839380512,60.82825346551836,0.1070678269928839,285356032.0,22.01994680851066,5.664192249622455,3.0,3.0,3.0,3.006154,0.0,3.0061540603637695,0.0,correct
2026-06-17 04:38:45,test_01,,adservice,62.96621325142607,43.30276839380512,60.82825346551836,0.1070678269928839,285356032.0,22.01994680851066,5.664192249622455,3.0,3.0,3.0,3.003152,0.0,3.0031518936157227,0.0,correct
2026-06-17 04:38:50,test_01,,adservice,62.96621325142607,43.30276839380512,60.82825346551836,0.1036794422389282,285392896.0,22.01994680851066,5.664192249622455,3.0,3.0,3.0,3.00619,0.0,3.006190061569214,0.0,correct
2026-06-17 04:38:55,test_01,,adservice,62.47188122629989,43.19043640336782,59.424267568775136,0.0980486243651328,285392896.0,18.657514450867065,4.720489372219568,3.0,3.0,3.0,3.003445,0.0,3.0034449100494385,0.0,correct
2026-06-17 04:39:00,test_01,,adservice,62.47188122629989,43.19043640336783,59.424267568775136,0.1011069305621705,285454336.0,18.657514450867065,4.720489372219568,3.0,3.0,3.0,3.005033,0.0,3.005033016204834,0.0,correct
2026-06-17 04:39:05,test_01,,adservice,62.47188122629989,43.19043640336783,59.424267568775136,0.0991838741854216,285454336.0,18.657514450867065,4.720489372219568,3.0,3.0,3.0,3.003805,0.0,3.003804922103882,0.0,correct
2026-06-17 04:39:10,test_01,,adservice,60.82825346551836,41.80134059307144,63.28148825861543,0.0989081829386506,285638656.0,20.59688995215312,5.2595788392398575,3.0,3.0,3.0,3.0012438,0.0,3.001243829727173,0.0,correct
2026-06-17 04:39:15,test_01,,adservice,60.82825346551836,41.80134059307144,63.28148825861543,0.0991245554634778,285765632.0,20.59688995215312,5.2595788392398575,3.0,3.0,3.0,3.0024574,0.0,3.0024573802948,0.0,correct
2026-06-17 04:39:20,test_01,,adservice,60.82825346551836,41.80134059307144,63.28148825861543,0.098173526092805,285765632.0,20.59688995215312,5.2595788392398575,3.0,3.0,3.0,3.00166,0.0,3.001660108566284,0.0,correct
2026-06-17 04:39:25,test_01,,adservice,59.424267568775136,40.79070559196526,65.44300540355091,0.0970539206646817,285765632.0,21.36971830985913,5.490920983778323,3.0,3.0,3.0,3.000139,0.0,3.000138998031616,0.0,correct
2026-06-17 04:39:30,test_01,,adservice,59.424267568775136,40.79070559196526,65.44300540355091,0.0962068390979795,285806592.0,21.36971830985913,5.490920983778323,3.0,3.0,3.0,3.0013325,0.0,3.0013325214385986,0.0,correct
2026-06-17 04:39:35,test_01,,adservice,59.424267568775136,40.79070559196526,65.4430054035509,0.0965452466386648,285806592.0,21.36971830985913,5.490920983778323,3.0,3.0,3.0,3.001337,0.0,3.0013370513916016,0.0,correct
2026-06-17 04:39:40,test_01,,adservice,63.28148825861543,42.84842939920708,66.10395574118212,0.0977985659457428,285806592.0,20.879955947136565,5.396568378240978,3.0,3.0,3.0,3.0020118,0.0,3.002011775970459,0.0,correct
2026-06-17 04:39:45,test_01,,adservice,63.28148825861543,42.84842939920708,66.10395574118212,0.0979442357419426,286068736.0,20.879955947136565,5.396568378240978,3.0,3.0,3.0,3.0002728,0.0,3.000272750854492,0.0,correct
2026-06-17 04:39:50,test_01,,adservice,63.28148825861543,42.84842939920708,66.10395574118212,0.0854855696216991,286068736.0,20.879955947136565,5.396568378240978,3.0,3.0,3.0,2.9980063,0.0,2.9980063438415527,0.0,correct
2026-06-17 04:39:55,test_01,,adservice,65.44300540355091,42.93097162953274,64.62739993491701,0.0959266182277285,285863936.0,18.65317919075143,4.816741516966184,3.0,3.0,3.0,3.0031567,0.0,3.0031566619873047,0.0,correct
2026-06-17 04:40:00,test_01,,adservice,65.44300540355091,42.93097162953274,63.268437088096114,0.0964198699602819,285921280.0,18.65317919075143,4.816741516966184,3.0,3.0,3.0,3.0035954,0.0,3.0035953521728516,0.0,correct
2026-06-17 04:40:05,test_01,,adservice,65.4430054035509,42.93097162953274,63.268437088096114,0.0964198699602819,285921280.0,18.65317919075143,4.816741516966184,3.0,3.0,3.0,3.005338,0.0,3.005337953567505,0.0,correct
2026-06-17 04:40:10,test_01,,adservice,66.10395574118212,43.34135141045266,61.116930731962825,0.087402935883332,286384128.0,18.835483870967725,4.836438075742019,3.0,3.0,3.0,3.004007,0.0,3.00400710105896,0.0,correct
2026-06-17 04:40:15,test_01,,adservice,66.10395574118212,43.34135141045266,57.12780205062903,0.0994920602834483,286846976.0,18.835483870967725,4.836438075742019,3.0,3.0,3.0,3.0135498,0.0,3.0135498046875,0.0,correct
2026-06-17 04:40:20,test_01,,adservice,66.10395574118212,43.34135141045266,57.12780205062901,0.0994920602834483,286846976.0,18.835483870967725,4.836438075742019,3.0,3.0,3.0,3.0137584,0.0,3.013758420944214,0.0,correct
2026-06-17 04:40:25,test_01,,adservice,64.62739993491701,41.50821089023336,54.89721094670683,0.099658611126852,287137792.0,21.27329192546582,5.343711340206184,3.0,3.0,3.0,3.013657,0.0,3.0136570930480957,0.0,correct
2026-06-17 04:40:30,test_01,,adservice,63.268437088096114,41.50821089023336,56.754321993908455,0.0994068133438562,286904320.0,21.27329192546582,5.343711340206184,3.0,3.0,3.0,3.0113277,0.0,3.0113277435302734,0.0,correct
2026-06-17 04:40:35,test_01,,adservice,63.268437088096114,41.50821089023336,56.754321993908455,0.1026094378332944,287412224.0,21.27329192546582,5.343711340206184,3.0,3.0,3.0,3.0123842,0.0,3.0123841762542725,0.0,correct
2026-06-17 04:40:40,test_01,,adservice,61.116930731962825,38.881204856308585,54.83860586361149,0.1028350202488274,287739904.0,23.484693877551024,6.103856981981902,3.0,3.0,3.0,3.010378,0.0,3.010377883911133,0.0,correct
2026-06-17 04:40:45,test_01,,adservice,57.12780205062903,38.881204856308585,58.62435699867601,0.104849480501709,287739904.0,23.484693877551024,6.103856981981902,3.0,3.0,3.0,3.0098615,0.0,3.009861469268799,0.0,correct
2026-06-17 04:40:50,test_01,,adservice,57.12780205062901,38.881204856308585,58.62435699867601,0.0941036983226163,287739904.0,23.484693877551024,6.103856981981902,3.0,3.0,3.0,3.0087228,0.0,3.0087227821350098,0.0,correct
2026-06-17 04:40:55,test_01,,adservice,54.89721094670683,37.02248846116076,58.62435699867601,0.101864833655002,286511104.0,24.417266187050338,6.446361301369863,3.0,3.0,3.0,3.0071738,0.0,3.007173776626587,0.0,correct
2026-06-17 04:41:00,test_01,,adservice,56.754321993908455,38.45823859980267,63.11124368781029,0.1011895201062587,286511104.0,22.8595890410959,5.884273972602713,3.0,3.0,3.0,3.0081358,0.0,3.0081357955932617,0.0,correct
