run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing
test_01,test,2026-06-17 04:34:10,emailservice,2.3346303501945527,140.07782101167314,0.5557957141974927,0.0110604277614542,120270848.0,1.3576923076929792,4.799999999999999,False,False,False
test_01,test,2026-06-17 04:34:10,frontend,2.3346303501945527,140.07782101167314,7.01963851949442,0.082235833868284,118099968.0,110.00419580419972,321.25000000000006,False,False,False
test_01,test,2026-06-17 04:34:10,paymentservice,2.3346303501945527,140.07782101167314,0.8439687114038699,0.0051656493622307,121929728.0,1.8125,5.999999999999995,False,False,False
test_01,test,2026-06-17 04:34:10,productcatalogservice,2.3346303501945527,140.07782101167314,15.291987522087217,0.0224850166564821,65929216.0,0.1550925925882809,3.559999999999999,False,False,False
test_01,test,2026-06-17 04:34:10,recommendationservice,2.3346303501945527,140.07782101167314,4.611140845650294,0.0204377296748028,184119296.0,6.892483660123415,19.7840909090909,False,False,False
test_01,test,2026-06-17 04:34:10,shippingservice,2.3346303501945527,140.07782101167314,2.470254024455516,0.010807809822468,59686912.0,0.598728813559396,4.623076923076922,False,False,False
test_01,test,2026-06-17 04:34:15,adservice,13.297927087836309,797.8756252701786,7.945983778665241,0.0202746762300068,283631616.0,2.0475806451611653,8.05882352941176,False,False,False
test_01,test,2026-06-17 04:34:15,cartservice,13.297927087836309,797.8756252701786,0.0,0.044048195159274,205459456.0,25.25074812967564,24.96249999999995,True,True,True
test_01,test,2026-06-17 04:34:15,checkoutservice,13.297927087836309,797.8756252701786,0.3665465208626062,0.0248908918442277,70369280.0,20.5,24.25,False,False,False
test_01,test,2026-06-17 04:34:15,currencyservice,13.297927087836309,797.8756252701786,39.03001358639713,0.0927732787773845,138432512.0,2.2795243619506573,7.9655172413793185,False,False,False
test_01,test,2026-06-17 04:34:15,emailservice,13.297927087836309,797.8756252701786,0.5557957141974927,0.0111505386881937,120295424.0,1.3576923076929792,4.799999999999999,False,False,False
test_01,test,2026-06-17 04:34:15,frontend,13.297927087836309,797.8756252701786,7.01963851949442,0.1824117647957771,119672832.0,110.00419580419972,321.25000000000006,False,False,False
test_01,test,2026-06-17 04:34:15,paymentservice,13.297927087836309,797.8756252701786,0.8439687114038699,0.0090942413157103,121868288.0,1.8125,5.999999999999995,False,False,False
test_01,test,2026-06-17 04:34:15,productcatalogservice,13.297927087836309,797.8756252701786,22.729483479783404,0.072663129903116,67334144.0,0.1550925925882809,3.559999999999998,False,False,False
test_01,test,2026-06-17 04:34:15,recommendationservice,13.297927087836309,797.8756252701786,4.611140845650294,0.0508000291968743,183115776.0,6.892483660123415,19.7840909090909,False,False,False
test_01,test,2026-06-17 04:34:15,shippingservice,13.297927087836309,797.8756252701786,2.4702540244555147,0.0116787686767596,59686912.0,0.5987288135593961,4.623076923076921,False,False,False
test_01,test,2026-06-17 04:34:20,adservice,13.297927087836309,797.8756252701786,7.945983778665241,0.0357194323734029,283435008.0,2.0475806451611653,8.05882352941176,False,False,False
